1.308150291442871094e-01, 2.423085570335388184e-01, 3.530992865562438965e-01, -1.141611635684967041e-01
3.681844472885131836e-01, 2.747606039047241211e-01, 1.159478127956390381e-01, -4.703155457973480225e-01
-3.012713193893432617e-01, 3.553303480148315430e-01, 1.190382242202758789e-01, 1.099736243486404419e-01
-1.109184622764587402e-01, 3.734663128852844238e-01, 3.836334347724914551e-01, 4.134839773178100586e-01
3.608875870704650879e-01, 1.688271015882492065e-01, 1.736576259136199951e-01, 3.408777117729187012e-01
3.618426024913787842e-01, -2.765951491892337799e-02, -1.303696632385253906e-01, -1.706492602825164795e-01
2.344790995121002197e-01, -4.697841405868530273e-01, 3.051747679710388184e-01, 5.224142968654632568e-02
-1.208709180355072021e-01, 1.326062679290771484e-01, 3.364533185958862305e-01, 1.434588730335235596e-01
3.890792131423950195e-01, 1.027279868721961975e-01, 6.420172750949859619e-02, -3.729216158390045166e-01
2.154587656259536743e-01, -3.303185403347015381e-01, -3.215121850371360779e-02, -2.145475894212722778e-01
-4.024827480316162109e-02, -1.669479310512542725e-01, -2.504783868789672852e-01, -3.653049468994140625e-01
3.193764090538024902e-01, 4.133266955614089966e-02, -2.979881763458251953e-01, -3.282436132431030273e-01
3.367611765861511230e-01, -6.452571135014295578e-03, -2.191785573959350586e-01, -2.601598799228668213e-01
3.105399012565612793e-01, 7.893231511116027832e-02, -2.656681537628173828e-01, 3.521301150321960449e-01
3.216488957405090332e-01, -7.037048786878585815e-02, 3.624728620052337646e-01, 7.630281895399093628e-02
-2.535305358469486237e-02, -1.439585387706756592e-01, -1.633679419755935669e-01, 2.115332335233688354e-02
7.521873712539672852e-02, 2.128919959068298340e-01, -8.397760987281799316e-02, 1.680611371994018555e-01
3.721320629119873047e-01, 1.288050040602684021e-02, 2.814177870750427246e-01, 2.979244291782379150e-01
3.546245396137237549e-01, -2.156391143798828125e-01, -3.059373423457145691e-02, -3.812364637851715088e-01
-2.757017910480499268e-01, 3.158167898654937744e-01, 2.083345353603363037e-01, -3.978984653949737549e-01
-2.048369497060775757e-01, 3.312149643898010254e-01, 3.602733612060546875e-01, -1.239018216729164124e-01
2.168533802032470703e-01, -4.035693109035491943e-01, -2.065454274415969849e-01, -1.225821748375892639e-01
7.592572271823883057e-02, -3.156402409076690674e-01, -3.281882405281066895e-01, 1.495812237262725830e-01
-2.830713689327239990e-01, -1.571837812662124634e-01, 2.876603603363037109e-01, -1.330535262823104858e-01
2.694350183010101318e-01, -1.590459048748016357e-01, -1.891450136899948120e-01, -2.732419073581695557e-01
-2.076304405927658081e-01, 3.407946527004241943e-01, -2.746940553188323975e-01, 2.061124891042709351e-01
3.201038539409637451e-01, -3.073976337909698486e-01, -2.620982564985752106e-02, -2.252516150474548340e-01
-2.027188688516616821e-01, 5.432828888297080994e-02, -1.266065537929534912e-01, 3.007624745368957520e-01
3.323762118816375732e-01, -1.423117667436599731e-01, -3.756486177444458008e-01, 3.264018520712852478e-02
-9.531017392873764038e-02, 3.581612408161163330e-01, -2.646477520465850830e-01, 2.697772532701492310e-02
8.680752664804458618e-02, -3.663038313388824463e-01, -3.017695620656013489e-03, 4.105239808559417725e-01
3.431077301502227783e-01, 4.615830779075622559e-01, 2.806689143180847168e-01, 1.577779799699783325e-01
