-8.975556492805480957e-02, 2.961101569235324860e-02, -1.180683746933937073e-01, -8.138455450534820557e-02, 1.360133737325668335e-01, 2.527928948402404785e-01, 2.090879380702972412e-01, 1.018851175904273987e-01, -3.320087790489196777e-01, -1.354280277155339718e-03, 3.749277815222740173e-02, 1.388882100582122803e-01, -3.919737413525581360e-02, 1.916516274213790894e-01, 1.305319815874099731e-01, -2.583799064159393311e-01
-1.115049198269844055e-01, -2.450992316007614136e-01, 1.676906086504459381e-02, 5.102917179465293884e-02, -2.392652332782745361e-01, 1.891314685344696045e-01, 5.834336206316947937e-02, 8.869268000125885010e-03, 1.033815648406744003e-02, 3.119490295648574829e-02, 3.452367335557937622e-02, -7.219853997230529785e-02, -1.039652153849601746e-01, 1.275998502969741821e-01, 3.428821861743927002e-01, -3.643757402896881104e-01
-1.836060136556625366e-01, 3.403519093990325928e-02, 4.620178416371345520e-02, 5.023966543376445770e-03, 1.701765954494476318e-01, -1.631582379341125488e-01, 6.274633854627609253e-02, -9.258844074793159962e-04, -2.965937256813049316e-01, 9.354960918426513672e-02, 1.539949625730514526e-01, 2.816344201564788818e-01, 1.445640027523040771e-01, 2.227086871862411499e-01, 5.357257090508937836e-03, -3.358038067817687988e-01
-3.275981843471527100e-01, -1.947464421391487122e-02, 1.453479379415512085e-01, 1.483284980058670044e-01, -3.328987956047058105e-02, 6.250213086605072021e-02, 1.351885348558425903e-01, -7.887403666973114014e-02, -3.317065164446830750e-02, 9.804650396108627319e-02, -2.288266271352767944e-01, -2.394511252641677856e-01, -3.103075921535491943e-01, -1.899169832468032837e-01, -1.304675042629241943e-01, -2.969021722674369812e-02
2.427494376897811890e-01, 4.682950302958488464e-02, 4.821968823671340942e-02, 2.111633419990539551e-01, -2.205741107463836670e-01, 2.558500766754150391e-01, 4.612997919321060181e-02, -1.689494550228118896e-01, -1.004769206047058105e-01, -1.003886223770678043e-03, -1.260154396295547485e-01, -1.388913989067077637e-01, -3.394396603107452393e-01, 2.650713920593261719e-01, 1.697118729352951050e-01, 6.441076844930648804e-02
-2.855513393878936768e-01, 1.088115498423576355e-01, -1.006233692169189453e-01, 1.097258087247610092e-02, 3.701824694871902466e-02, 1.098607704043388367e-01, 3.317779675126075745e-02, 6.068379804491996765e-02, 3.260293602943420410e-01, 1.034598201513290405e-01, 1.236016105394810438e-04, 4.405356645584106445e-01, 1.615098863840103149e-01, 3.752930089831352234e-02, -1.306623369455337524e-01, 1.950539946556091309e-01
1.556709259748458862e-01, -9.912105649709701538e-02, -3.234843909740447998e-02, -1.653425693511962891e-01, 1.327563915401697159e-02, -1.155883818864822388e-01, -2.030021697282791138e-01, 2.005872279405593872e-01, -6.917098164558410645e-02, 1.848565638065338135e-01, -2.019427120685577393e-01, 5.926741659641265869e-02, 1.352994143962860107e-01, -4.607468098402023315e-02, 8.431436493992805481e-03, 1.899444907903671265e-01
2.605529725551605225e-01, 1.393272429704666138e-01, -2.181089222431182861e-01, -8.270077407360076904e-02, -1.353697329759597778e-01, 1.529692262411117554e-01, -1.600854545831680298e-01, 2.590328454971313477e-01, 2.246164083480834961e-01, 2.331323623657226562e-01, 1.410808563232421875e-01, 3.399524390697479248e-01, -1.965432316064834595e-01, 1.514641940593719482e-01, -7.308190315961837769e-02, -8.463407307863235474e-02
4.739740863442420959e-02, 2.931918203830718994e-01, -9.982965141534805298e-02, 9.128047525882720947e-02, 9.290194138884544373e-03, -1.728457063436508179e-01, -1.350505799055099487e-01, 1.261515021324157715e-01, -1.693417504429817200e-02, -1.328162197023630142e-02, -2.766189575195312500e-01, 1.017642021179199219e-02, -2.145834416151046753e-01, 8.479512482881546021e-02, 2.305399812757968903e-02, 3.000322878360748291e-01
1.247735545039176941e-01, -1.372363716363906860e-01, 3.663050755858421326e-02, 1.523901969194412231e-01, -1.142026931047439575e-01, 9.541862457990646362e-02, -1.506194844841957092e-02, 3.640575110912322998e-01, 2.309157997369766235e-01, -1.355672031641006470e-01, -1.361459493637084961e-01, 6.254047900438308716e-02, -1.169245764613151550e-01, 7.473701238632202148e-02, 6.082182377576828003e-02, -9.825489670038223267e-02
3.568609431385993958e-02, 2.734098732471466064e-01, -5.958292633295059204e-03, 5.241728946566581726e-02, -2.582317292690277100e-01, -1.897166371345520020e-01, -5.414670333266258240e-03, -1.421248614788055420e-01, -5.927114933729171753e-02, 2.214035391807556152e-01, -5.051419511437416077e-02, 2.578977644443511963e-01, -4.002619069069623947e-03, 1.684538275003433228e-01, 2.285885959863662720e-01, 2.298382669687271118e-01
-1.448259502649307251e-01, 1.447738893330097198e-02, 2.223839759826660156e-01, 2.806148305535316467e-02, 4.730059299618005753e-03, 9.957990050315856934e-02, 6.984192878007888794e-02, 3.171562850475311279e-01, 2.462991029024124146e-01, -8.521467447280883789e-02, 1.630717068910598755e-01, 1.496872454881668091e-01, 2.688760161399841309e-01, -1.287671923637390137e-01, -4.777922481298446655e-02, 3.027567863464355469e-01
1.731059104204177856e-01, -1.258606016635894775e-01, 6.124719232320785522e-02, -2.133786529302597046e-01, 1.657518148422241211e-01, -1.209541559219360352e-01, 1.670285910367965698e-01, 1.335008889436721802e-01, -6.850938498973846436e-02, 3.444743454456329346e-01, -1.325218826532363892e-01, 2.480955123901367188e-01, -1.241199895739555359e-01, -1.560234874486923218e-01, 2.793551683425903320e-01, 2.456965595483779907e-01
-4.506314918398857117e-02, -1.515467911958694458e-01, 5.326112732291221619e-02, 1.101643666625022888e-01, -6.347278505563735962e-02, -2.215719372034072876e-01, 5.360655114054679871e-02, 5.888826772570610046e-02, 2.472856491804122925e-01, 1.792239546775817871e-01, -1.990767717361450195e-01, 1.955190300941467285e-01, -3.636469691991806030e-02, 7.682301104068756104e-02, 2.340173870325088501e-01, 5.671379342675209045e-02
-8.801714330911636353e-02, 1.956823766231536865e-01, 2.927123568952083588e-02, -2.459251433610916138e-01, 7.991932332515716553e-03, 2.680584602057933807e-02, 1.277486979961395264e-01, 2.251104116439819336e-01, -2.683509290218353271e-01, 2.255283594131469727e-01, -3.312594592571258545e-01, 1.615121727809309959e-03, -3.662217259407043457e-01, 1.174673661589622498e-01, 6.133519113063812256e-02, 1.174733415246009827e-02
8.418259024620056152e-02, -1.919729411602020264e-01, 3.717608377337455750e-02, -1.691163927316665649e-01, 2.566239424049854279e-02, -7.352452725172042847e-02, 6.038371007889509201e-03, -5.268638953566551208e-02, 1.917873322963714600e-01, -1.370480805635452271e-01, -2.109926342964172363e-01, 3.573377728462219238e-01, -1.899022012948989868e-01, 5.601008236408233643e-02, 5.812666565179824829e-02, 4.727085307240486145e-02
1.708224862813949585e-01, 1.092441752552986145e-02, 2.417307943105697632e-01, 1.602717638015747070e-01, 9.351419657468795776e-02, -2.818529605865478516e-01, -1.692427396774291992e-01, -3.188630938529968262e-01, -7.920037209987640381e-02, 2.597347199916839600e-01, 1.326272040605545044e-01, 1.052456796169281006e-01, 1.372345983982086182e-01, 2.092302143573760986e-01, -7.824686914682388306e-02, 3.302064836025238037e-01
-1.630045101046562195e-02, -1.721601560711860657e-02, -1.052619963884353638e-01, 8.650581352412700653e-03, 1.454602740705013275e-02, -1.806842163205146790e-02, 1.786828190088272095e-01, 2.921475842595100403e-02, -1.081671044230461121e-01, 2.954665422439575195e-01, -1.996459513902664185e-01, 2.227411568164825439e-01, 1.303105056285858154e-01, 1.163893193006515503e-01, 1.969031393527984619e-01, 1.852367818355560303e-01
2.510673180222511292e-02, -6.264657527208328247e-02, 1.334642618894577026e-01, 1.074239313602447510e-01, 2.435045391321182251e-01, 2.924698889255523682e-01, -1.737693101167678833e-01, -3.550687059760093689e-02, -2.434846460819244385e-01, -1.247230768203735352e-01, 1.149008870124816895e-01, 7.650808244943618774e-02, -1.060847043991088867e-01, 1.046807840466499329e-01, 6.178519874811172485e-02, -3.759208321571350098e-01
-3.516442179679870605e-01, -4.567657038569450378e-02, -3.299661912024021149e-03, 5.717022716999053955e-02, 6.419979967176914215e-03, -7.698757946491241455e-02, 1.773069500923156738e-01, -2.114933431148529053e-01, -5.786327645182609558e-03, -1.369235664606094360e-02, 1.361409202218055725e-02, -2.518376410007476807e-01, -1.263956129550933838e-01, -9.456017613410949707e-02, 1.251593232154846191e-01, -2.513317167758941650e-01
