5.618000030517578125e-02, 1.429535746574401855e-01, -1.894815266132354736e-01, 6.832334399223327637e-02, -5.156293883919715881e-02, 2.759142220020294189e-01, 2.734452486038208008e-02, 1.269260048866271973e-01, 1.248779147863388062e-01, -1.106095984578132629e-01, 1.319630891084671021e-01, -9.287180006504058838e-02, 1.753441840410232544e-01, 2.193242311477661133e-02, 9.159485250711441040e-02, 1.136530339717864990e-01, 3.533571958541870117e-02, -2.741467654705047607e-01, 1.850019097328186035e-01, 2.830478250980377197e-01, -2.011310756206512451e-01, 9.852072596549987793e-02, 1.548749357461929321e-01, 1.402830481529235840e-01, -2.689076066017150879e-01, 1.386893391609191895e-01, -2.626074850559234619e-01, 2.857375442981719971e-01, -2.576684951782226562e-01, -2.437401413917541504e-01, 3.858921676874160767e-02, 2.014562860131263733e-02
-1.831358075141906738e-01, 9.505371749401092529e-02, 2.556980550289154053e-01, -1.938395798206329346e-01, -2.640808522701263428e-01, -2.285433262586593628e-01, -1.965097934007644653e-01, 8.858962357044219971e-02, 6.982846558094024658e-02, -1.827452778816223145e-01, -4.547074809670448303e-02, -2.039275020360946655e-01, 1.895898282527923584e-01, 1.158909797668457031e-01, 1.024296507239341736e-01, 9.400915354490280151e-02, -2.372130453586578369e-01, 1.205668300390243530e-01, -2.557467520236968994e-01, -1.052429601550102234e-01, 1.924059242010116577e-01, -4.122542217373847961e-02, 6.035702675580978394e-02, 2.633502483367919922e-01, -2.258047014474868774e-01, 2.752863466739654541e-01, 2.389474213123321533e-02, 3.015531003475189209e-01, 1.115278974175453186e-01, -5.563439428806304932e-02, 9.771270304918289185e-02, 9.041175991296768188e-02
1.471047848463058472e-02, 1.815047413110733032e-01, -1.689541935920715332e-01, 5.366709828376770020e-02, -7.197526842355728149e-02, -1.412772834300994873e-01, -3.426729515194892883e-02, -4.564296826720237732e-02, 1.821024715900421143e-01, -2.522086501121520996e-01, -2.740519344806671143e-01, 7.362953573465347290e-02, -2.776028215885162354e-01, 1.168635487556457520e-02, -6.921027600765228271e-02, 2.923181653022766113e-01, -2.716678008437156677e-02, 1.064286753535270691e-01, 2.041323482990264893e-01, 8.134927600622177124e-03, 2.438900619745254517e-01, 2.256424278020858765e-01, 2.378514260053634644e-01, -3.662871569395065308e-02, -1.279727220535278320e-01, 2.912061214447021484e-01, -2.008520811796188354e-01, -5.502478033304214478e-02, -3.347797393798828125e-01, -4.566261172294616699e-02, 8.683079481124877930e-02, -5.387926474213600159e-02
1.467947810888290405e-01, -8.325810730457305908e-02, -6.189474835991859436e-03, -1.665940433740615845e-01, 2.310349494218826294e-01, -1.906433552503585815e-01, -3.002069890499114990e-01, -1.532822996377944946e-01, 2.047746628522872925e-01, 1.324220597743988037e-01, 4.067971557378768921e-02, -1.173273473978042603e-01, 2.363433837890625000e-01, 1.401790976524353027e-02, 6.106017529964447021e-02, -1.830526292324066162e-01, 1.767333000898361206e-01, -1.672511398792266846e-01, 1.325033307075500488e-01, -2.581224031746387482e-02, -2.450015246868133545e-01, 1.483996659517288208e-01, 1.837569773197174072e-01, 2.325338870286941528e-01, -2.997521162033081055e-01, -2.597415149211883545e-01, 5.846845358610153198e-02, 2.847622632980346680e-01, -1.317470967769622803e-01, -1.706152409315109253e-01, -2.167037427425384521e-01, 2.891302704811096191e-01
1.877453327178955078e-01, 7.013303786516189575e-02, 7.255489379167556763e-02, 2.464562356472015381e-01, 8.250117301940917969e-02, 1.620762944221496582e-01, -5.553733557462692261e-02, 3.127422928810119629e-01, 3.695687279105186462e-02, -8.487586863338947296e-03, 1.701924055814743042e-01, -1.738177686929702759e-01, 2.857339084148406982e-01, 4.412952065467834473e-02, -2.442668825387954712e-01, -9.492427855730056763e-02, -2.812483534216880798e-02, 2.675979733467102051e-01, -2.822871804237365723e-01, -1.056278571486473083e-01, -2.977196276187896729e-01, 7.855724543333053589e-02, 1.335293203592300415e-01, -2.680208086967468262e-01, -1.380411982536315918e-01, -3.917429596185684204e-02, 1.164268329739570618e-01, -1.126345247030258179e-01, 2.499559819698333740e-01, -2.206744253635406494e-01, 7.277581840753555298e-02, 5.806474760174751282e-02
8.081358671188354492e-02, 2.946949005126953125e-02, 7.383167743682861328e-02, -2.541401982307434082e-02, 1.784856021404266357e-01, -1.900102645158767700e-01, -8.185748755931854248e-02, -1.644912362098693848e-02, 1.060067713260650635e-01, 2.099406421184539795e-01, 1.435200572013854980e-01, 2.894757091999053955e-01, -1.396715342998504639e-01, -1.197829991579055786e-01, 2.042482197284698486e-01, 2.109501063823699951e-01, -1.179374605417251587e-01, -6.515337526798248291e-02, -4.023721814155578613e-02, -1.165866702795028687e-01, -4.481893777847290039e-02, 1.948198974132537842e-01, -1.865719407796859741e-01, -6.803740561008453369e-02, 7.543060183525085449e-02, 2.140973508358001709e-01, 2.634442746639251709e-01, 2.018111944198608398e-02, -2.099856734275817871e-01, -6.961640715599060059e-02, 2.141844928264617920e-01, 1.257815957069396973e-01
2.644487917423248291e-01, 2.918223738670349121e-01, 1.778198182582855225e-01, 7.734015583992004395e-02, -2.130036950111389160e-01, 2.050757706165313721e-01, -3.122355341911315918e-01, -1.214895546436309814e-01, 2.578162550926208496e-01, 1.655024886131286621e-01, 1.406156122684478760e-01, 1.446538418531417847e-01, 1.905663758516311646e-01, -1.738364994525909424e-01, 1.744990050792694092e-01, -2.011056840419769287e-01, 1.842697560787200928e-01, -8.182929456233978271e-02, -2.194608449935913086e-01, 1.043399870395660400e-01, 1.767980307340621948e-01, 9.739341586828231812e-02, 1.810774356126785278e-01, 4.113806411623954773e-02, -2.532911300659179688e-01, 1.299434304237365723e-01, 1.620866060256958008e-01, -2.998625636100769043e-01, 9.975236840546131134e-03, 4.278849065303802490e-02, 3.863480314612388611e-02, 2.169864624738693237e-01
-6.865762174129486084e-02, -1.636452078819274902e-01, -2.565936446189880371e-01, -1.886721551418304443e-01, -2.757568359375000000e-01, 1.757135540246963501e-01, -2.397090196609497070e-01, -1.610391587018966675e-01, -1.735179685056209564e-02, 1.756772249937057495e-01, 1.422306746244430542e-01, -1.674571186304092407e-01, 1.586936414241790771e-02, -2.805471420288085938e-03, 2.568162381649017334e-01, -1.294890046119689941e-01, -8.757722377777099609e-02, -1.252904683351516724e-01, 1.427626013755798340e-01, 6.593132764101028442e-02, -2.144225873053073883e-03, 7.410940015688538551e-04, -1.907728984951972961e-02, 2.671352028846740723e-01, 2.485195845365524292e-01, 2.104412317276000977e-01, -9.811766445636749268e-02, 2.286696583032608032e-01, 3.639795780181884766e-01, -2.401201575994491577e-01, 2.659770287573337555e-02, 2.779678702354431152e-01
-2.668890357017517090e-02, -5.425548553466796875e-02, 3.005027472972869873e-01, 2.817367017269134521e-01, 1.393360197544097900e-01, -9.893727302551269531e-02, -2.402172237634658813e-01, 2.070609629154205322e-01, 1.893572807312011719e-01, -1.431051194667816162e-01, 1.146840453147888184e-01, 1.812950968742370605e-01, 1.424752771854400635e-01, -7.322415709495544434e-02, -2.284497618675231934e-01, 2.915607392787933350e-01, 4.247504472732543945e-02, -9.943446516990661621e-02, -2.294527888298034668e-01, 1.703920364379882812e-01, -2.634291052818298340e-01, 2.709796130657196045e-01, -1.827968657016754150e-01, 1.463700532913208008e-01, -1.459178328514099121e-02, 2.650767266750335693e-01, -1.555061489343643188e-01, -1.497373580932617188e-01, 1.801338195800781250e-01, 3.020559847354888916e-01, -7.267986238002777100e-02, 1.401303410530090332e-01
-2.486642301082611084e-01, 2.763319015502929688e-01, 1.464191973209381104e-01, 1.776537001132965088e-01, -1.779916882514953613e-01, 1.052961051464080811e-01, -4.751208424568176270e-02, -2.229122370481491089e-01, -1.945426762104034424e-01, -1.494021713733673096e-01, -8.023350685834884644e-02, 2.759434282779693604e-01, 9.360790997743606567e-02, 7.043087482452392578e-02, -2.161484807729721069e-01, -1.251207888126373291e-01, 2.759114801883697510e-01, 4.248064756393432617e-02, -2.706220149993896484e-01, -1.159231662750244141e-01, 6.457485258579254150e-02, 1.300718486309051514e-01, 7.112667709589004517e-02, -2.727340459823608398e-01, 1.289905309677124023e-01, 2.823860645294189453e-01, 2.744376063346862793e-01, 3.017353713512420654e-01, -2.569186389446258545e-01, -6.867368519306182861e-02, 2.668327689170837402e-01, -2.676069363951683044e-02
