8.092803508043289185e-02, -2.446392774581909180e-01, -1.477531641721725464e-01, 2.360361441969871521e-02
2.964052855968475342e-01, -1.958208233118057251e-01, -3.999659419059753418e-01, 1.006760224699974060e-01
-2.636031210422515869e-01, 2.688292264938354492e-01, -1.715595424175262451e-01, 3.616986870765686035e-01
2.139865159988403320e-01, 3.554384112358093262e-01, -2.363083213567733765e-01, 2.366257905960083008e-01
-3.444074094295501709e-01, -2.994252145290374756e-01, 9.550086408853530884e-02, 3.047272264957427979e-01
1.169072836637496948e-01, 1.743000298738479614e-01, 4.328404068946838379e-01, -3.158989548683166504e-01
-1.087968572974205017e-01, -6.736548990011215210e-02, -4.843108654022216797e-01, -2.322757840156555176e-01
-1.697213649749755859e-01, -2.683881223201751709e-01, 1.577441208064556122e-02, 4.836639761924743652e-02
-7.976431399583816528e-02, -2.003441900014877319e-01, -2.276004701852798462e-01, -1.620729081332683563e-02
-3.281550109386444092e-01, 5.611351132392883301e-02, -3.588947951793670654e-01, -3.294418454170227051e-01
-1.688454002141952515e-01, -1.963123679161071777e-01, 2.417390793561935425e-01, -2.755610644817352295e-01
3.530198335647583008e-01, -2.929485216736793518e-02, 3.579162433743476868e-02, -1.536955777555704117e-02
3.666561245918273926e-01, -1.441743224859237671e-01, 3.834706172347068787e-02, 4.066315293312072754e-02
-3.664322495460510254e-01, -1.730201989412307739e-01, -1.109716296195983887e-01, 3.759083151817321777e-01
5.549776926636695862e-02, 3.119691275060176849e-02, 9.472006559371948242e-02, -4.752924665808677673e-02
-3.804047703742980957e-01, 2.980112135410308838e-01, 1.836570501327514648e-01, 3.894200176000595093e-02
-3.303999304771423340e-01, -6.033363938331604004e-02, -3.358138501644134521e-01, 1.070285290479660034e-01
-1.576294451951980591e-01, 2.223862856626510620e-01, 2.231215834617614746e-01, 4.223957061767578125e-01
-6.175345182418823242e-02, 1.367193460464477539e-02, -3.873807787895202637e-01, -2.939068675041198730e-01
1.727329492568969727e-01, -1.474721580743789673e-01, -3.019787669181823730e-01, 2.318291664123535156e-01
3.023435175418853760e-01, -2.414256185293197632e-01, 3.351642936468124390e-02, 3.855726122856140137e-01
2.578367590904235840e-01, -3.300125896930694580e-02, -2.980617582798004150e-01, 3.838199973106384277e-01
-4.144487977027893066e-01, 3.510155975818634033e-01, 3.923094868659973145e-01, -3.728309869766235352e-01
-3.932435512542724609e-01, 3.778344392776489258e-01, -2.729523777961730957e-01, -4.212034866213798523e-02
-3.895747363567352295e-01, -7.604742795228958130e-02, 1.351146548986434937e-01, 3.869337737560272217e-01
-1.791081130504608154e-01, 5.177113413810729980e-02, -2.951161563396453857e-01, 3.977850675582885742e-01
-4.143271595239639282e-02, -2.047608979046344757e-02, 1.895135045051574707e-01, 2.832174301147460938e-02
2.528957724571228027e-01, -3.742231726646423340e-01, 3.825391829013824463e-01, -3.011802732944488525e-01
2.270561605691909790e-01, -9.691923111677169800e-02, 3.036634027957916260e-01, -1.120727285742759705e-01
-1.662324517965316772e-01, 1.459856629371643066e-01, 3.107784688472747803e-01, -3.618339300155639648e-01
2.544534802436828613e-01, 2.958522737026214600e-01, 2.558556497097015381e-01, 3.383861780166625977e-01
1.222376823425292969e-01, -3.853622972965240479e-01, 1.273610740900039673e-01, -7.496540993452072144e-02
