acc_x_mean,acc_y_mean,acc_z_mean,gyro_x_mean,gyro_y_mean,gyro_z_mean,acc_x_std,acc_y_std,acc_z_std,gyro_x_std,gyro_y_std,gyro_z_std,acc_x_aad,acc_y_aad,acc_z_aad,gyro_x_aad,gyro_y_aad,gyro_z_aad,acc_x_min,acc_y_min,acc_z_min,gyro_x_min,gyro_y_min,gyro_z_min,acc_x_max,acc_y_max,acc_z_max,gyro_x_max,gyro_y_max,gyro_z_max,acc_x_maxmin_diff,acc_y_maxmin_diff,acc_z_maxmin_diff,gyro_x_maxmin_diff,gyro_y_maxmin_diff,gyro_z_maxmin_diff,acc_x_median,acc_y_median,acc_z_median,gyro_x_median,gyro_y_median,gyro_z_median,acc_x_mad,acc_y_mad,acc_z_mad,gyro_x_mad,gyro_y_mad,gyro_z_mad,acc_x_IQR,acc_y_IQR,acc_z_IQR,gyro_x_IQR,gyro_y_IQR,gyro_z_IQR,acc_x_neg_count,acc_y_neg_count,acc_z_neg_count,gyro_x_neg_count,gyro_y_neg_count,gyro_z_neg_count,acc_x_pos_count,acc_y_pos_count,acc_z_pos_count,gyro_x_pos_count,gyro_y_pos_count,gyro_z_pos_count,acc_x_above_mean,acc_y_above_mean,acc_z_above_mean,gyro_x_above_mean,gyro_y_above_mean,gyro_z_above_mean,acc_x_peak_count,acc_y_peak_count,acc_z_peak_count,gyro_x_peak_count,gyro_y_peak_count,gyro_z_peak_count,acc_x_skewness,acc_y_skewness,acc_z_skewness,gyro_x_skewness,gyro_y_skewness,gyro_z_skewness,acc_x_kurtosis,acc_y_kurtosis,acc_z_kurtosis,gyro_x_kurtosis,gyro_y_kurtosis,gyro_z_kurtosis,acc_x_energy,acc_y_energy,acc_z_energy,gyro_x_energy,gyro_y_energy,gyro_z_energy,acc_avg_result,gyro_avg_result,acc_sma,gyro_sma,labels
0.008250000000000002,-9.486500000000001,3.3012500000000005,-0.22325,0.009249999999999953,0.046000000000000076,5.034123999019094,6.699326663926756,9.664199704967816,4.338216446594153,1.7109067588562505,3.964322010129853,4.074487499999999,5.468,7.8088750000000005,3.1311,1.3162500000000001,3.0414000000000003,-8.6,-27.96,-16.59,-8.27,-4.36,-6.35,10.51,-0.78,21.24,8.7,2.97,8.71,19.11,27.18,37.83,16.97,7.33,15.06,-0.685,-8.645,6.4399999999999995,-0.91,0.035,-0.17,3.37,4.88,4.11,1.1999999999999997,1.155,2.375,7.0,9.692499999999999,11.1675,2.5549999999999997,1.8599999999999999,3.5275,23,40,12,29,19,23,17,0,28,11,20,17,17,20,26,16,20,17,6,5,5,4,6,5,0.5785941061936605,-0.8802060376776883,-0.6090770736402603,0.5364296859808827,-0.7399996868034191,0.6502175995735294,-0.5244200375534311,0.14202465410884724,-0.4398317092809534,0.04039971955701738,0.18563853807473052,-0.2910712655834966,10.136989,53.949864,41.718002999999996,7.547984999999999,1.1709150000000002,6.287185999999999,15.357745898319124,4.868068416398042,8.991,3.026,1
0.30250000000000005,-9.9775,4.3065,-1.6949999999999998,-0.11399999999999999,-1.505,4.455821332818451,4.732600632844483,6.9699718614926995,2.5543374874906406,2.10219504328214,2.6750971944959305,2.7647500000000003,3.2305,4.249,1.9344999999999999,1.2997,2.0497500000000004,-17.57,-23.45,-17.29,-8.76,-7.91,-8.12,12.2,-0.53,24.2,2.44,5.92,1.72,29.77,22.919999999999998,41.489999999999995,11.2,13.83,9.84,0.08,-9.585,4.26,-0.8500000000000001,0.07500000000000001,-0.33,1.385,2.3999999999999995,2.1149999999999998,1.085,0.625,0.7749999999999999,2.7475,3.8324999999999996,3.8550000000000004,2.9675,1.235,2.15,19,40,5,29,18,31,21,0,35,10,22,9,18,24,20,26,26,27,9,5,8,8,10,7,-0.9083223225308439,-0.6433377895641854,-0.6212716540046243,-1.3332585868874343,-1.0130846484188425,-1.4679620417075465,5.396272445065856,1.1484691009713055,2.8419794759979116,1.4531285429901395,4.796093950583391,0.900300132692728,7.978339999999999,48.779206,26.85058,3.7590660000000002,1.772888,3.768468,13.519010187443126,3.409230636322795,7.7712,2.0434,1
1.0155,-12.3445,2.7662500000000003,-0.18500000000000005,-0.15950000000000003,0.04749999999999999,5.742685761035511,6.83755692846502,10.751168468473555,4.569835336201951,1.9478564500496436,4.339669198222371,4.596375,5.398625,7.9435625000000005,3.18775,1.3258500000000002,3.19425,-11.52,-31.23,-20.02,-8.76,-8.28,-8.75,13.72,-0.31,28.6,8.7,2.18,8.71,25.240000000000002,30.92,48.620000000000005,17.46,10.459999999999999,17.46,-0.015,-10.235,4.875,-0.32,0.24000000000000002,-0.08499999999999999,3.42,4.075,4.550000000000001,1.6749999999999998,0.855,2.105,7.5225,8.2575,9.08,2.99,1.7725,3.8175,20,40,11,25,16,21,20,0,29,15,24,19,15,25,27,19,26,18,6,6,5,5,8,4,0.32789698993230254,-0.8738028745860335,-0.4377948945598711,0.19483352836529222,-2.180557637483568,0.10440048657995447,-0.15997621436587472,0.7071641941687781,0.3231005522923289,-0.020400298415291118,6.022367241642881,-0.21013761427451838,13.603871999999999,79.655546,49.29590499999999,8.367048,1.527834,7.533994,17.293609298734037,4.988450045787028,10.330499999999999,3.0728,1
1.764,-9.6925,3.87525,-1.9082500000000002,-0.16574999999999993,-1.40925,4.312516550692878,4.283366520623702,7.914685397253639,2.5268526742768365,2.138871066123435,2.470372833703447,2.9452000000000003,3.28075,5.141249999999999,1.9183125,1.350975,1.9120249999999999,-3.05,-21.24,-18.05,-8.76,-8.12,-7.11,18.49,-1.82,19.88,0.9,7.07,1.55,21.54,19.419999999999998,37.93,9.66,15.19,8.66,0.55,-9.925,4.18,-1.385,0.25,-0.325,1.685,2.8949999999999996,2.6050000000000004,1.315,0.745,0.9700000000000001,3.68,5.299999999999999,4.682499999999999,2.625,1.6025,2.1750000000000003,13,40,6,32,18,29,27,0,34,7,22,10,14,18,20,25,26,26,8,6,5,6,8,6,2.059498327481129,-0.19242171994264373,-1.02486390616244,-1.3278829749120715,-0.5940688129217061,-1.2556433309647081,4.966328423550938,-0.13099426841677175,1.6096581204431804,0.9645467449415754,5.671695236449882,0.3560901244931478,8.683798,44.91671399999999,31.063923,4.010560999999999,1.840897,3.235491,13.754626788546847,3.390852500469991,7.9353,2.0775,1
1.93125,-11.424000000000001,2.794,-0.14750000000000002,-0.10225000000000002,0.136,4.867480450654116,6.774064437248881,9.648684314454485,4.496410095843127,1.8259401516752953,3.885347346119778,3.6894375000000004,5.0497,7.773500000000001,3.46675,1.2442,3.0254000000000003,-7.03,-29.41,-19.54,-8.15,-6.13,-6.43,14.14,-1.05,19.54,8.7,3.35,7.08,21.17,28.36,39.08,16.85,9.48,13.51,0.9349999999999999,-9.77,5.325,-1.255,0.095,-0.08,2.4000000000000004,3.289999999999999,5.545,1.175,0.905,2.45,4.295,7.4575,10.1075,3.6475,1.7400000000000002,4.7975,14,40,14,29,19,22,26,0,26,11,21,18,17,26,25,14,24,17,5,6,4,6,7,5,0.7409483128698768,-1.1009314176324736,-0.6004920137305223,0.48578214514519463,-1.5307031256646642,0.18327384221199788,0.3825528396860496,0.7702643209985749,-0.33395762977693577,-0.5267901941598647,3.336592157217999,-0.8178159922142418,10.968836999999999,70.55829,40.361418,8.095784000000002,1.337805,6.045768000000001,16.251745735564732,5.075320320577859,9.4971,3.1075,1
0.6340000000000001,-9.92975,5.6735,-0.9324999999999999,0.12125,-0.33175,1.819234454379094,1.9403201894275077,3.0419126795488394,1.22254805631517,1.1102121137422343,0.9666408006596867,1.3135999999999999,1.2121625,2.4620249999999997,1.025,0.7050625,0.7151249999999999,-2.67,-14.16,3.04,-4.15,-4.54,-2.63,6.78,-5.21,15.37,0.7,2.25,1.85,9.45,8.95,12.329999999999998,4.8500000000000005,6.79,4.48,1.07,-9.8,3.785,-0.19,-0.065,-0.035,0.35,0.2600000000000007,0.5700000000000001,0.43500000000000005,0.245,0.16999999999999998,1.5150000000000001,0.620000000000001,3.9175,1.5250000000000001,1.0,0.42500000000000004,11,40,0,36,22,26,29,0,40,4,18,12,27,27,17,24,15,30,9,5,9,9,7,6,0.5372482736943416,-0.12279653421594425,1.4914388646425363,-0.9701721311750665,-1.4398534073061602,-0.8421330456810537,1.8682755512125624,1.0237337830998152,1.860674027470469,-0.10535517635208702,5.941528229932876,0.5566303213223156,1.484628,40.945911,16.576734,0.9456720000000002,0.49890899999999994,0.417781,11.945913673849224,1.5357520792603585,6.8619,0.9232,1
1.8622500000000002,-11.242,2.4857500000000003,-0.20050000000000004,0.04774999999999998,-0.1015,5.2169179059575015,6.739191049376772,9.737071399424984,4.561752925137441,2.0953800222155405,3.9970148548635644,4.1245875000000005,5.4434,7.659025,3.50585,1.4012,3.147,-5.83,-25.98,-22.54,-8.26,-7.6,-7.12,14.05,-0.26,19.2,8.7,2.89,7.16,19.880000000000003,25.72,41.739999999999995,16.96,10.49,14.280000000000001,0.9450000000000001,-9.82,4.475,-1.29,0.39,-0.09,3.15,4.56,5.485,1.62,1.065,3.265,6.015000000000001,8.43,10.604999999999999,3.96,2.0575,5.5975,14,40,13,29,15,24,26,0,27,11,25,16,17,24,26,14,24,20,5,8,4,5,9,4,0.640535167163987,-0.527385225361921,-0.6623176398844749,0.6103490260578406,-1.9342816642670695,0.2560810144261516,-0.2938415277368023,-0.45925341112577645,-0.046030490559208825,-0.38816148803996775,4.8563301344032626,-0.8230890480690096,12.273683,68.71970400000001,40.395805,8.339915999999999,1.7571589999999997,6.394572,16.327677653160542,5.325575529243212,9.547400000000001,3.2628999999999997,1
0.79725,-9.559000000000001,4.2177500000000006,-1.86,0.03299999999999994,-1.29225,3.1082816695885205,3.9759255526229365,6.302009793510321,2.2451046746198715,1.809268084060513,2.0688118419759682,2.019975,2.6571,3.9621875,1.8115,1.1143,1.675425,-4.72,-17.4,-13.39,-7.47,-5.76,-6.32,10.18,-0.16,17.83,1.24,5.14,1.98,14.899999999999999,17.24,31.22,8.709999999999999,10.899999999999999,8.3,0.725,-9.715,3.92,-1.4449999999999998,0.0,-0.275,1.15,1.2600000000000007,2.815,1.3699999999999997,0.61,0.535,2.1100000000000003,2.285,3.8975,3.0224999999999995,1.175,2.2475000000000005,15,40,5,33,19,29,25,0,35,6,19,11,18,18,15,23,18,26,7,7,9,7,6,5,1.0665377446257205,0.34931655209642576,-0.9321435773172432,-0.9788786172675906,-0.5326321116424491,-1.1248188474014917,1.9744064781700494,0.26548184386071405,2.0142631237614754,0.1871968073809116,3.585725491684914,0.2845232769708157,4.118809,42.872986,23.001897,3.4000379999999994,1.3098159999999999,2.379957,12.781563809936577,3.067243346945839,7.288000000000001,1.8559,1
0.69525,-9.242250000000002,6.079,-1.6607500000000002,-0.04924999999999992,-1.12025,3.365384069835121,3.466031222810897,4.74447826425625,2.338845214523612,1.8120877289745108,2.1662496249278385,2.2447500000000002,2.5551874999999993,3.44085,1.6940874999999997,1.1115624999999998,1.6718375,-7.94,-17.64,-5.87,-8.31,-8.69,-7.41,13.38,-1.96,21.38,0.35,2.1,1.51,21.32,15.68,27.25,8.66,10.79,8.92,0.7849999999999999,-9.615,4.45,-0.9099999999999999,0.225,-0.16999999999999998,1.3250000000000002,1.4999999999999991,2.165,0.9249999999999999,0.66,0.42000000000000004,2.6799999999999997,2.637500000000001,3.9549999999999996,2.09,1.2974999999999999,2.4749999999999996,15,40,4,30,16,22,25,0,36,10,24,18,20,15,17,29,25,27,8,7,6,9,7,6,1.1141406321579592,0.23390350193695442,0.620220873721767,-1.7422808208182614,-2.816567976333639,-1.5915336345447308,4.066198195593347,-0.0939396170991933,1.9881198926405803,2.053629975021094,10.594197663595311,1.7720597893398145,4.723673000000001,38.973023000000005,23.785726,3.291315,1.3144350000000002,2.379039,12.488559515267976,2.7367918226974353,7.231399999999999,1.6945000000000001,1
-0.83675,-8.0875,5.05875,-1.594,0.23674999999999993,-1.3744999999999998,3.2964863017309805,5.934121986444161,7.362959387196157,1.9146054423823202,1.5397911993189206,2.023962635524678,2.44475,4.679875,4.4145625,1.5163,1.0742625,1.753125,-8.04,-18.67,-19.03,-7.13,-3.97,-6.41,8.39,6.07,22.08,0.79,4.17,1.15,16.43,24.740000000000002,41.11,7.92,8.14,7.5600000000000005,-0.8,-9.515,4.609999999999999,-1.1400000000000001,0.09,-0.22499999999999998,1.58,2.9149999999999996,1.3149999999999993,1.085,0.5800000000000001,0.65,3.5375,7.5825000000000005,3.655,2.4099999999999997,1.2175,3.0075,23,37,5,33,17,30,17,3,35,7,23,10,20,13,17,24,17,25,9,7,7,5,8,5,0.4394817290239105,0.5507015068157296,-0.9535525944549815,-1.156846279030729,0.005180481043787773,-0.9502859088328639,0.8365125707213084,-0.13156379444225985,3.0923449011164914,0.6050968511222865,1.3798532920953344,-0.35276788665360526,4.626789,40.248584,31.921649,2.48262,0.970803,2.39427,12.964385250264987,2.808586026679469,7.5162,1.7343,1
