acc_x_mean,acc_y_mean,acc_z_mean,gyro_x_mean,gyro_y_mean,gyro_z_mean,acc_x_std,acc_y_std,acc_z_std,gyro_x_std,gyro_y_std,gyro_z_std,acc_x_aad,acc_y_aad,acc_z_aad,gyro_x_aad,gyro_y_aad,gyro_z_aad,acc_x_min,acc_y_min,acc_z_min,gyro_x_min,gyro_y_min,gyro_z_min,acc_x_max,acc_y_max,acc_z_max,gyro_x_max,gyro_y_max,gyro_z_max,acc_x_maxmin_diff,acc_y_maxmin_diff,acc_z_maxmin_diff,gyro_x_maxmin_diff,gyro_y_maxmin_diff,gyro_z_maxmin_diff,acc_x_median,acc_y_median,acc_z_median,gyro_x_median,gyro_y_median,gyro_z_median,acc_x_mad,acc_y_mad,acc_z_mad,gyro_x_mad,gyro_y_mad,gyro_z_mad,acc_x_IQR,acc_y_IQR,acc_z_IQR,gyro_x_IQR,gyro_y_IQR,gyro_z_IQR,acc_x_neg_count,acc_y_neg_count,acc_z_neg_count,gyro_x_neg_count,gyro_y_neg_count,gyro_z_neg_count,acc_x_pos_count,acc_y_pos_count,acc_z_pos_count,gyro_x_pos_count,gyro_y_pos_count,gyro_z_pos_count,acc_x_above_mean,acc_y_above_mean,acc_z_above_mean,gyro_x_above_mean,gyro_y_above_mean,gyro_z_above_mean,acc_x_peak_count,acc_y_peak_count,acc_z_peak_count,gyro_x_peak_count,gyro_y_peak_count,gyro_z_peak_count,acc_x_skewness,acc_y_skewness,acc_z_skewness,gyro_x_skewness,gyro_y_skewness,gyro_z_skewness,acc_x_kurtosis,acc_y_kurtosis,acc_z_kurtosis,gyro_x_kurtosis,gyro_y_kurtosis,gyro_z_kurtosis,acc_x_energy,acc_y_energy,acc_z_energy,gyro_x_energy,gyro_y_energy,gyro_z_energy,acc_avg_result,gyro_avg_result,acc_sma,gyro_sma,labels
11.16725,-12.19675,-10.25725,-0.9135000000000002,0.404,-0.10175000000000001,16.11245232537555,15.268273541481367,14.688217384607976,3.0651660232359355,3.3386590122382964,4.15529655229323,12.1097875,10.8719625,10.3845125,2.139075,2.5052999999999996,2.868625,-6.9,-53.67,-58.14,-8.76,-8.69,-8.75,58.05,6.85,4.06,4.37,7.0,6.87,64.95,60.52,62.2,13.129999999999999,15.69,15.620000000000001,4.24,-8.61,-5.359999999999999,-0.29000000000000004,1.205,0.515,3.0,3.1799999999999993,4.739999999999999,0.8700000000000001,1.3499999999999999,0.9850000000000001,15.0775,4.767500000000002,11.405000000000001,1.6175000000000002,3.185,1.735,3,33,38,24,12,10,37,7,2,16,28,30,13,31,29,29,26,30,12,7,9,8,9,9,1.6809216644450409,-1.5616603765071133,-2.0256548196678774,-1.336965472436906,-0.8205305226029613,-0.8946031708053462,1.9038468637538477,1.7089224580897264,3.3707963303794974,1.3430661440820222,0.5732797679179606,0.29362834360933254,153.727437,152.75235500000002,128.38196299999998,4.09189,4.523944,6.910737,22.99157296693104,4.818702019665973,14.303700000000001,2.9711,1
9.8635,-11.67625,-9.6685,-1.353,0.1305,-0.4,12.344569362679284,12.255956855239821,11.599634811061941,3.062534244706498,2.7421979779002097,3.4571288665596485,9.302724999999999,8.925875,9.21405,2.306,2.1108,2.5125,-1.04,-44.15,-44.93,-8.76,-8.69,-8.75,53.27,10.56,1.49,3.29,3.92,6.53,54.31,54.71,46.42,12.05,12.61,15.280000000000001,5.14,-9.05,-3.6799999999999997,-0.065,0.96,0.51,5.205,2.2150000000000007,2.08,0.385,1.1700000000000002,1.0350000000000001,12.6575,4.539999999999999,13.49,1.4625000000000001,3.1525,3.0250000000000004,8,34,38,24,12,14,31,6,2,16,28,26,13,30,26,30,28,28,12,14,11,10,10,7,1.6763110376332897,-0.9608141841953256,-1.5559829173659037,-1.432395516912307,-1.3181725698557811,-1.1132806570207585,2.5210062325185802,0.4404289674105337,1.53512885328134,0.8617598925649128,1.4095683362474833,1.1692983459184472,99.87081,114.617317,91.21256799999999,4.48389,3.014671999999999,4.844696,21.26310965340734,4.125151031490047,13.0899,2.549,1
7.53425,-14.74425,-6.077,-1.735,-0.07900000000000003,-0.557,10.661209567281755,12.104019557052112,9.053582771477819,2.999106533619638,2.305751287541655,2.911465438572129,7.503950000000001,9.020875,5.7109,2.3899999999999997,1.627,2.00035,-0.01,-56.75,-39.97,-8.76,-8.69,-8.75,45.6,-3.67,3.94,1.54,3.33,3.09,45.61,53.08,43.91,10.3,12.02,11.84,3.77,-9.235,-3.27,-0.29500000000000004,0.7949999999999999,0.565,3.175,1.4349999999999996,0.7949999999999999,0.385,0.44500000000000006,0.53,7.1274999999999995,5.989999999999998,1.9274999999999998,1.46,1.31,1.1475,1,40,37,30,10,12,39,0,3,9,30,28,12,30,34,30,30,31,10,11,11,11,10,8,2.103541470322886,-1.8310138622927128,-2.500708547037758,-1.4516902974498775,-2.0409569318041645,-2.0239411649555263,3.869607323997876,2.400520637440687,5.625867990024727,0.5394679458060248,4.309479310251897,3.008594849824089,68.170525,145.560079,47.55891599999999,4.801946,2.129092,3.5147519999999997,18.90869039070108,3.366427621523149,11.4558,2.0842,1
8.06525,-14.10375,-6.564000000000002,-0.78125,-0.20074999999999993,-0.54075,7.27176113039338,12.828879859032899,10.633023981915962,4.088870374259864,2.2492025114471126,3.669327859090817,6.2210625,9.616125,8.3321,2.9478125,1.7110875,2.4895875,1.22,-58.61,-47.01,-8.76,-6.1,-8.75,28.21,2.6,7.46,8.02,4.32,8.21,26.990000000000002,61.21,54.47,16.78,10.42,16.96,4.26,-9.58,-1.93,-0.09,0.47,0.245,2.75,2.6149999999999998,1.125,0.9099999999999999,0.6499999999999999,0.475,10.56,7.5475,11.872499999999999,3.2300000000000004,2.1725000000000003,1.715,0,39,34,21,12,12,40,1,6,19,27,28,15,30,28,29,29,29,10,7,10,8,10,8,1.005579935369043,-1.6943648391034496,-1.6880221986420725,-0.13178151821495984,-0.9263910375776522,-0.4286330264909918,-0.12176703724982207,2.4463796242249733,3.169169248795061,0.13297057196767392,0.6141552177352017,1.2109544180409673,47.170707,145.39836900000003,62.458918,6.931685,2.039685,5.5025509999999995,20.193749573477135,4.2835562162457705,11.979199999999999,2.6483,1
5.162249999999999,-16.049500000000002,-6.5495,0.17100000000000004,-0.39875,0.48975,8.959820167698679,14.65225800858011,8.834395550913486,4.701701713209803,2.5546850955646176,4.274779811580943,6.8852,10.198725,6.9902999999999995,3.46215,1.9823749999999998,3.0473375000000003,-11.64,-70.73,-30.69,-8.76,-8.69,-8.75,33.14,-0.95,9.91,7.8,3.35,7.39,44.78,69.78,40.6,16.56,12.04,16.14,1.955,-9.965,-3.0300000000000002,0.48,0.52,0.615,3.3449999999999998,2.84,2.8449999999999998,2.565,1.1800000000000002,2.075,10.43,6.572500000000002,7.725,3.93,3.2975,3.6325000000000003,6,40,33,13,16,12,34,0,7,27,24,28,16,31,28,27,26,27,9,9,9,6,9,8,0.8751358162945428,-2.201542766508094,-1.0763412949524251,-0.45009981911847485,-1.2889554109520298,-0.5693814572275602,1.3077894432143635,4.713524031868132,0.4259696675819087,-0.4674955156019345,1.6672519584091745,-0.039608185885614766,42.770881,188.910046,48.376998,8.854096,2.6741669999999997,7.4054389999999986,20.969554628034295,5.564970684383509,12.2415,3.4626,1
5.17325,-15.26,-6.6405,-0.5515,0.011749999999999993,-0.5465,6.141017988696989,12.509500189855709,8.445058599559864,4.74383892538522,2.0454863572021202,3.4679262895857517,5.4289000000000005,10.1715,7.0867249999999995,3.5511000000000004,1.54105,2.58945,-1.26,-48.44,-27.31,-8.76,-5.94,-8.75,21.76,1.98,4.0,8.58,3.6,5.88,23.020000000000003,50.419999999999995,31.31,17.34,9.540000000000001,14.629999999999999,2.065,-9.665,-2.6100000000000003,0.13,0.6,0.23,2.53,2.6999999999999993,1.1050000000000004,1.585,0.45500000000000007,1.3,10.0975,10.105,9.56,4.525,2.06,3.225,9,39,34,13,12,15,31,1,6,27,28,25,16,29,29,28,28,26,12,9,11,6,11,7,0.8647550427057421,-1.228418451155773,-1.0742266086262056,-0.14002823323469846,-1.1025766912067179,-0.5653642734589611,-0.39861262547966003,0.24398647433220022,-0.303684067823049,-0.3755009495629906,1.5185232750071833,0.4773318832364941,25.789846999999998,155.742078,46.166101999999995,9.123264,1.673661,4.930070000000001,20.133867443855305,4.7837820600204,11.1637,2.9275,1
5.228,-15.913,-8.086250000000001,-0.49749999999999994,-0.08874999999999991,-0.2537500000000001,6.7047446632962835,14.016964578681078,7.532499481413855,4.690450804560261,2.434116048486596,3.6296361301788918,5.722700000000001,10.9,6.481624999999999,3.453874999999999,1.7098750000000003,2.5787500000000003,-1.12,-60.37,-26.84,-8.76,-8.69,-8.75,26.0,-2.59,-0.09,8.7,3.2,6.64,27.12,57.78,26.75,17.46,11.89,15.39,1.17,-9.305,-3.9299999999999997,0.28,0.76,0.515,1.66,1.46,1.5399999999999998,0.9299999999999999,0.62,0.62,9.424999999999999,5.092500000000001,11.1025,3.12,2.2699999999999996,2.0075000000000003,9,40,40,12,14,12,31,0,0,28,26,28,17,30,26,29,26,28,11,9,11,8,10,6,1.2101808431724048,-1.6549791115469807,-1.055313049235431,-0.22141418631704501,-2.1317282122531354,-0.5417744395379124,0.8841306524547057,1.6280708244514779,-0.21700008216327982,-0.26740429610173866,5.102701089947988,0.5157567239694161,28.914233999999997,179.879546,48.850395,8.899134,2.373119,5.295458999999999,20.52728587801469,4.834587792254359,11.769300000000001,2.9586,1
4.08675,-18.18175,-6.670500000000001,0.41525,-0.1375,0.4367500000000001,8.29519812527103,12.169160588861502,8.176478138538622,5.229071135249548,2.1663826416402068,4.660813977997835,7.0851,9.3438625,6.797124999999999,3.9080375000000003,1.5072500000000002,3.5214124999999994,-8.52,-54.39,-32.0,-8.76,-8.69,-8.75,20.1,-0.46,2.19,8.7,3.57,8.39,28.62,53.93,34.19,17.46,12.26,17.14,1.105,-13.855,-3.11,0.14,0.13,0.5349999999999999,5.735,4.245000000000001,3.6500000000000004,2.875,1.125,3.085,11.610000000000001,10.9425,11.95,5.4075,2.2725,4.8100000000000005,16,40,31,15,17,15,24,0,9,25,23,25,16,27,25,17,26,21,9,8,8,5,7,3,0.42521288223708525,-1.291355100871588,-1.1531562417134402,-0.04812523439144708,-1.729387344740794,-0.4248772358188321,-0.9762785725907439,0.8741445205597191,0.666659952674924,-0.747724488446396,4.3330621527049695,-0.48553011968311655,34.204735,191.465801,44.54014600000001,11.006246999999998,1.884848,8.765574999999998,22.411191576309882,6.011457407774127,12.8778,3.578,1
2.58625,-14.20025,-3.3907499999999997,0.020249999999999834,0.38600000000000007,-0.11925000000000001,3.6495394829347987,12.377793318580661,6.824558003087086,3.460995873661221,2.5296934596903236,1.9687666031045934,2.9381250000000003,8.713849999999999,4.5390125,2.28025,1.6830000000000003,1.3295249999999998,-2.84,-66.62,-15.82,-7.03,-8.69,-4.07,12.52,5.4,21.49,8.7,5.57,5.29,15.36,72.02000000000001,37.31,15.73,14.26,9.36,1.205,-9.765,-2.465,0.03,0.215,0.015,1.695,2.0649999999999995,1.6749999999999998,1.5299999999999998,0.67,0.5349999999999999,4.63,9.585,4.09,3.0424999999999995,1.6,1.035,10,37,34,16,13,19,30,3,6,23,27,21,14,28,27,20,15,26,9,8,8,6,10,11,0.9831588592721213,-1.958762656865431,0.625958763574966,0.531801202340273,-0.6558904398615281,0.054009120220754,0.016686887797897842,5.919155087604597,3.0074366334624436,0.8143013908687586,2.725678110697869,0.5745068827126811,8.003131000000002,141.94274700000003,23.228711000000004,4.791560999999999,2.6193379999999995,1.556105,17.211824600253685,3.3695879385150946,9.334900000000001,2.1066000000000003,1
